,gender,senior,partner,dependents,tenure,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,internet_dsl,internet_fiber,internet_no,contract_month,contract_1_yr,contract_2_yr,payment_bank,payment_credit_card,payment_electronic_check,payment_mailed_check,churn
452,1,0,1,0,60,0,0,0,1,1,1,1,1,1,60.2,3582.4,1,0,0,1,0,0,1,0,0,0,0
662,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,1,1,0,0,0,0,0,1,0
172,1,0,1,0,14,1,0,0,1,1,1,1,1,0,81.95,1181.75,1,0,0,0,0,1,0,0,0,1,0
1405,0,0,0,0,1,1,1,0,0,0,0,0,0,0,76.0,76.0,0,1,0,1,0,0,0,0,1,0,1
5857,0,0,1,1,17,1,1,0,0,1,0,1,0,0,88.25,1460.65,0,1,0,1,0,0,0,0,1,0,1
4250,1,0,0,0,63,1,1,1,1,1,1,1,0,0,104.5,6590.8,0,1,0,0,1,0,0,1,0,0,0
4550,0,0,1,1,72,1,1,0,0,0,0,0,0,1,26.25,1988.05,0,0,1,0,0,1,1,0,0,0,0
422,1,0,0,1,29,1,1,0,1,1,1,0,1,0,100.55,2830.45,0,1,0,0,1,0,0,1,0,0,0
3017,0,0,1,1,18,1,0,1,1,0,1,0,0,1,61.5,1087.45,1,0,0,0,1,0,0,0,0,1,0
3326,1,1,0,0,38,1,0,0,1,1,1,1,0,1,70.15,2497.35,1,0,0,0,1,0,0,1,0,0,1
881,1,1,0,0,26,1,0,0,0,0,0,0,0,0,19.3,504.2,0,0,1,0,1,0,0,1,0,0,0
3450,1,1,1,0,70,1,1,0,1,1,0,1,1,1,104.8,7308.95,0,1,0,0,1,0,0,0,1,0,0
1253,0,0,0,0,7,1,0,0,0,0,0,0,1,1,79.3,523.15,0,1,0,1,0,0,0,0,1,0,1
6268,0,0,0,0,22,1,0,0,0,0,0,0,0,0,20.85,450.65,0,0,1,0,1,0,1,0,0,0,0
6210,0,0,0,1,25,1,0,0,1,0,1,0,0,1,54.75,1266.35,1,0,0,0,1,0,0,1,0,0,0
2225,1,0,0,0,33,0,0,0,1,0,0,1,0,1,39.1,1309.0,1,0,0,0,1,0,0,0,1,0,0
4121,1,1,1,0,27,1,1,0,1,1,0,0,1,1,95.55,2510.2,0,1,0,1,0,0,0,0,1,0,1
6563,1,0,1,1,15,1,1,0,0,0,0,0,0,1,74.9,1107.25,0,1,0,1,0,0,1,0,0,0,1
1905,0,0,0,0,41,1,1,0,0,0,0,0,0,1,24.85,962.25,0,0,1,0,1,0,0,0,0,1,0
102,1,0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,0,1,0,0,1,0,1,0,0,0,0
3014,1,1,1,0,44,1,1,0,0,1,0,1,0,1,89.2,4040.2,0,1,0,1,0,0,0,0,1,0,0
4301,1,0,1,1,66,1,0,0,0,0,0,0,0,1,19.75,1344.5,0,0,1,0,0,1,0,0,0,1,0
6678,1,0,0,1,19,1,0,0,0,0,0,0,0,0,20.85,467.5,0,0,1,0,0,1,0,1,0,0,0
4269,1,0,1,0,17,1,1,1,1,1,0,0,0,0,90.2,1454.15,0,1,0,1,0,0,0,1,0,0,1
2447,1,0,0,0,7,1,0,0,0,1,0,0,0,1,74.9,490.55,0,1,0,1,0,0,0,0,1,0,0
1580,0,1,1,0,21,1,1,0,1,1,0,0,1,0,71.7,1497.05,1,0,0,0,1,0,1,0,0,0,0
3803,1,0,1,0,61,1,1,0,1,0,1,1,0,1,94.1,5638.3,0,1,0,0,0,1,0,0,1,0,1
3481,0,0,0,0,4,1,1,0,0,0,0,0,0,0,50.7,214.55,1,0,0,1,0,0,0,0,1,0,0
4871,1,0,1,1,58,1,0,0,1,0,1,1,1,1,75.2,4300.8,1,0,0,0,1,0,0,1,0,0,0
3877,0,0,1,1,21,0,0,1,0,1,0,1,1,1,55.95,1157.05,1,0,0,0,1,0,0,0,1,0,1
5192,1,0,0,1,60,1,0,0,0,0,0,0,0,0,19.95,1189.9,0,0,1,0,0,1,0,0,0,1,0
135,0,0,0,0,43,1,1,0,0,0,0,0,0,1,25.7,1188.2,0,0,1,0,0,1,0,1,0,0,0
2521,1,1,1,0,36,1,1,0,0,0,0,0,1,1,85.25,3132.75,0,1,0,1,0,0,0,1,0,0,1
4151,0,1,0,0,57,0,0,0,1,1,0,1,1,1,55.0,3094.05,1,0,0,1,0,0,0,0,1,0,0
1918,1,0,0,0,24,1,0,1,0,0,1,0,0,0,54.95,1348.5,1,0,0,1,0,0,0,0,1,0,0
6332,1,0,1,1,68,1,0,1,1,1,0,1,1,1,105.25,7173.15,0,1,0,0,0,1,1,0,0,0,0
4697,1,0,1,0,72,1,0,0,0,1,0,1,1,1,94.65,6747.35,0,1,0,1,0,0,0,0,1,0,0
4750,1,0,0,0,9,0,0,1,1,1,0,0,0,0,39.55,373.0,1,0,0,0,1,0,0,0,0,1,0
2666,1,0,0,1,66,1,0,0,1,1,1,1,1,1,79.5,5196.1,1,0,0,0,0,1,0,1,0,0,0
5110,0,0,0,0,8,1,1,0,0,0,0,0,0,1,73.5,632.2,0,1,0,1,0,0,0,0,1,0,0
2925,0,0,1,1,50,1,0,0,0,1,1,1,1,0,103.05,5153.5,0,1,0,0,1,0,0,0,0,1,0
3066,0,0,0,0,10,1,1,0,0,0,0,0,0,1,75.75,777.3,0,1,0,1,0,0,0,0,0,1,0
1789,1,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,1,0,0,1,0,0,0,0,1,0,0
5288,0,0,0,0,1,1,0,0,0,0,0,1,0,1,79.65,79.65,0,1,0,1,0,0,0,0,1,0,1
807,1,0,1,0,71,1,1,1,0,1,1,1,1,1,108.55,7616.0,0,1,0,0,0,1,0,1,0,0,0
462,1,0,1,1,4,1,1,0,0,1,0,1,1,0,101.15,385.9,0,1,0,1,0,0,0,0,1,0,1
879,1,0,0,0,33,1,1,0,1,0,0,0,0,1,54.65,1665.2,1,0,0,1,0,0,1,0,0,0,0
3248,1,1,1,0,10,1,1,0,0,0,0,0,1,1,86.65,856.65,0,1,0,1,0,0,0,0,1,0,1
4726,0,0,1,0,72,0,0,1,1,1,0,0,1,1,49.2,3580.95,1,0,0,0,0,1,0,0,1,0,0
5680,0,1,1,0,1,1,0,0,0,0,0,0,0,1,20.85,20.85,0,0,1,1,0,0,0,0,0,1,1
6790,0,0,0,0,67,1,1,0,0,0,0,0,0,1,25.6,1790.35,0,0,1,0,0,1,1,0,0,0,0
4377,0,0,1,0,22,1,0,0,0,0,0,1,0,1,80.0,1706.45,0,1,0,1,0,0,0,1,0,0,0
799,1,0,0,0,62,1,1,0,0,1,0,1,1,1,96.75,6125.4,0,1,0,0,1,0,0,0,1,0,1
354,0,1,0,0,21,0,0,1,0,0,0,1,0,1,41.9,840.1,1,0,0,1,0,0,0,0,1,0,1
3964,0,0,1,1,68,1,1,1,0,1,1,1,1,0,111.75,7511.3,0,1,0,0,0,1,0,1,0,0,0
1073,1,0,0,0,7,1,1,0,0,1,0,1,1,1,98.05,713.0,0,1,0,1,0,0,1,0,0,0,1
3101,0,0,0,0,58,1,1,1,0,0,0,0,0,1,79.8,4526.85,0,1,0,1,0,0,1,0,0,0,0
5594,0,0,1,1,23,1,1,0,0,0,0,1,0,1,83.75,1849.95,0,1,0,1,0,0,0,0,1,0,0
144,1,1,1,0,71,1,1,0,0,0,0,0,0,0,23.95,1756.2,0,0,1,0,0,1,1,0,0,0,0
380,0,0,1,0,41,1,0,0,1,1,1,0,0,1,86.2,3339.05,0,1,0,0,1,0,1,0,0,0,0
1340,0,0,1,1,0,0,0,1,1,1,1,1,0,0,56.05,0.0,1,0,0,0,0,1,0,1,0,0,0
4168,1,0,1,0,61,0,0,1,0,1,1,1,1,1,62.15,3778.85,1,0,0,0,0,1,0,0,0,1,0
6510,0,0,1,1,46,1,1,1,0,1,1,0,1,0,99.65,4630.2,0,1,0,0,0,1,0,0,0,1,0
121,0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,0,1,1,0,0,0,0,0,1,0
3745,1,0,0,0,7,1,0,0,1,0,0,1,1,1,94.25,669.0,0,1,0,1,0,0,0,0,1,0,1
3612,1,0,0,0,21,1,1,0,0,0,0,0,0,1,73.7,1558.7,0,1,0,1,0,0,0,0,1,0,0
1360,0,1,0,0,13,1,1,0,0,0,0,1,1,1,95.05,1290.0,0,1,0,1,0,0,0,0,1,0,1
418,0,0,1,1,22,1,0,0,1,0,0,0,1,0,83.3,1845.9,0,1,0,1,0,0,0,0,1,0,1
6348,0,0,0,0,26,1,0,0,0,0,0,0,0,1,69.05,1815.65,0,1,0,1,0,0,0,1,0,0,0
5546,1,0,0,0,4,0,0,1,1,0,1,0,0,0,42.4,146.4,1,0,0,1,0,0,0,0,0,1,0
1514,0,0,0,1,63,1,0,0,0,0,0,0,0,0,19.5,1215.1,0,0,1,0,0,1,0,1,0,0,0
4184,1,1,1,0,5,1,1,0,0,1,0,0,0,1,79.9,343.95,0,1,0,1,0,0,1,0,0,0,1
5455,0,0,0,0,6,1,0,0,0,0,0,0,0,0,19.7,129.55,0,0,1,1,0,0,0,1,0,0,0
3100,0,0,1,0,55,1,1,0,1,1,0,1,0,1,94.45,5073.1,0,1,0,1,0,0,0,1,0,0,0
2063,1,0,1,1,51,1,0,1,0,0,1,1,1,1,76.4,3966.3,1,0,0,0,1,0,1,0,0,0,0
555,0,0,1,1,56,1,1,1,0,1,0,0,1,1,68.75,3808.0,1,0,0,0,1,0,1,0,0,0,0
2312,1,0,0,0,18,1,0,0,0,0,0,0,0,0,20.1,401.85,0,0,1,0,1,0,0,0,0,1,0
3543,1,0,1,0,72,1,1,1,1,1,1,0,1,0,105.6,7581.5,0,1,0,0,0,1,1,0,0,0,0
5440,0,0,1,1,19,1,0,0,0,1,0,0,0,1,49.6,962.9,1,0,0,1,0,0,1,0,0,0,0
1485,1,1,0,0,22,1,1,0,0,0,0,1,1,1,96.7,2082.95,0,1,0,1,0,0,0,0,1,0,1
5017,0,0,1,0,41,0,0,0,1,0,1,0,0,0,35.45,1391.65,1,0,0,0,1,0,0,0,0,1,0
1272,1,0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,0,0,1,1,0,0,0,0,0,1,0
6598,0,0,0,0,57,1,0,1,1,1,1,1,0,1,74.3,4166.35,1,0,0,0,0,1,0,1,0,0,0
1411,1,1,0,0,29,1,0,0,1,1,0,1,1,1,101.45,2948.6,0,1,0,1,0,0,1,0,0,0,0
5076,0,0,1,1,33,1,0,0,0,1,0,1,1,1,93.8,3124.5,0,1,0,0,1,0,0,0,1,0,1
6915,0,0,1,0,72,1,1,0,0,1,0,1,1,1,97.85,6841.3,0,1,0,0,0,1,0,0,1,0,0
1471,1,0,1,0,31,1,1,0,0,1,0,1,0,0,88.65,2683.2,0,1,0,1,0,0,0,1,0,0,0
2266,1,1,1,0,52,1,0,1,0,1,1,1,1,1,104.45,5481.25,0,1,0,0,1,0,1,0,0,0,0
5503,1,0,1,1,35,1,0,0,0,0,0,0,0,0,20.05,746.75,0,0,1,0,1,0,1,0,0,0,0
5077,0,0,1,1,7,1,0,0,0,0,0,0,0,0,19.85,144.15,0,0,1,0,0,1,0,0,0,1,0
5635,0,0,1,0,22,1,0,0,1,1,0,0,0,1,54.7,1178.75,1,0,0,1,0,0,0,0,0,1,0
4154,1,0,0,0,6,1,1,0,0,0,0,0,0,1,74.9,469.8,0,1,0,1,0,0,0,0,1,0,1
6679,0,0,1,0,60,0,0,1,1,0,1,0,0,0,37.7,2288.7,1,0,0,0,0,1,1,0,0,0,0
3165,1,0,1,1,24,1,0,0,0,0,0,0,0,0,20.25,439.75,0,0,1,0,1,0,0,0,0,1,0
2436,0,1,0,0,31,1,0,1,0,0,0,0,0,1,73.55,2094.65,0,1,0,1,0,0,0,1,0,0,0
2868,1,0,0,0,26,1,0,0,1,0,0,1,0,1,85.75,2146.5,0,1,0,1,0,0,0,0,1,0,0
6612,1,0,1,1,1,1,0,0,0,0,0,0,0,1,69.9,69.9,0,1,0,1,0,0,0,0,0,1,1
981,1,0,1,1,40,1,0,0,0,0,0,0,0,0,19.6,808.95,0,0,1,0,0,1,0,0,0,1,0
5974,1,0,1,1,10,1,0,0,0,0,0,0,0,1,20.05,218.5,0,0,1,1,0,0,0,1,0,0,0
6063,0,0,1,1,70,1,0,0,0,0,0,0,0,1,19.2,1401.4,0,0,1,0,0,1,0,0,0,1,0
3246,1,0,0,0,3,1,0,0,0,0,0,1,0,0,55.15,159.15,1,0,0,1,0,0,0,0,0,1,1
6207,1,1,0,0,46,1,0,1,0,0,0,0,1,0,85.0,3969.4,0,1,0,1,0,0,0,0,1,0,1
1268,1,0,1,0,59,1,1,1,1,1,0,1,1,1,110.15,6448.05,0,1,0,0,1,0,0,0,1,0,1
414,0,1,1,0,48,1,0,0,0,0,0,0,0,1,70.65,3545.05,0,1,0,1,0,0,1,0,0,0,0
268,1,0,0,0,59,1,0,0,0,0,0,0,0,0,19.35,1099.6,0,0,1,0,0,1,0,0,0,1,1
3127,0,0,0,0,29,0,0,0,1,0,0,0,0,1,30.6,856.35,1,0,0,1,0,0,0,0,1,0,1
654,0,1,0,0,8,1,0,0,0,0,0,0,0,0,19.65,164.3,0,0,1,1,0,0,0,0,1,0,1
3011,0,0,1,1,9,1,0,0,0,0,0,0,0,0,19.75,210.65,0,0,1,0,0,1,0,0,0,1,0
6394,0,0,0,0,8,1,0,1,1,0,1,0,0,0,58.2,469.25,1,0,0,0,1,0,1,0,0,0,0
2223,0,0,0,0,28,1,1,0,1,0,0,0,1,1,89.95,2625.55,0,1,0,1,0,0,0,0,1,0,1
6989,0,0,1,1,20,1,1,1,0,0,0,1,1,0,76.0,1588.75,1,0,0,0,1,0,1,0,0,0,0
2337,0,1,0,0,56,1,1,0,1,1,0,1,1,1,104.75,5510.65,0,1,0,0,1,0,1,0,0,0,1
3541,0,0,1,0,49,0,0,1,0,0,0,1,0,0,40.65,2070.75,1,0,0,1,0,0,1,0,0,0,0
773,0,0,1,0,5,1,0,1,0,1,0,0,1,1,88.9,454.15,0,1,0,1,0,0,0,0,0,1,1
2446,0,0,0,0,18,1,1,0,1,0,0,1,0,1,90.0,1527.35,0,1,0,1,0,0,0,1,0,0,1
589,1,0,1,1,71,1,1,1,1,1,1,1,1,0,90.4,6668.05,1,0,0,0,0,1,0,0,1,0,0
2907,1,0,1,0,20,1,0,0,0,0,0,1,1,1,89.0,1820.45,0,1,0,1,0,0,0,0,0,1,1
2127,1,0,1,0,40,0,0,1,1,1,0,0,0,1,42.35,1716.45,1,0,0,0,1,0,0,0,1,0,1
2996,0,0,0,0,18,1,1,1,0,1,0,0,0,1,60.6,1156.35,1,0,0,1,0,0,0,0,0,1,0
3896,0,0,1,1,38,1,0,0,0,0,0,0,0,0,20.3,749.35,0,0,1,0,1,0,0,0,0,1,0
3038,0,1,1,0,67,1,1,1,1,0,0,1,1,1,105.6,7112.15,0,1,0,0,1,0,0,0,1,0,0
6441,0,0,1,1,17,1,0,1,0,0,1,0,0,1,55.35,920.5,1,0,0,1,0,0,0,1,0,0,0
2465,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35.25,35.25,1,0,0,1,0,0,1,0,0,0,1
3377,1,0,1,0,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,0,0,1,0,0,1,0,1,0,0,0
701,1,0,0,0,35,1,1,0,0,0,0,1,0,0,83.15,2848.45,0,1,0,1,0,0,0,0,1,0,0
5845,0,0,0,0,3,1,1,0,0,0,0,0,0,1,75.8,246.3,0,1,0,1,0,0,0,0,1,0,1
2301,0,0,1,0,8,1,1,0,0,0,1,0,1,1,90.25,743.75,0,1,0,1,0,0,0,0,1,0,0
5121,1,0,0,0,29,1,1,0,1,1,0,0,1,0,70.9,1964.6,1,0,0,0,1,0,0,1,0,0,0
677,0,0,0,0,2,0,0,0,0,0,0,0,1,1,34.7,62.25,1,0,0,1,0,0,0,0,1,0,1
6062,0,1,0,0,53,1,0,0,1,0,0,0,0,1,73.8,4003.85,0,1,0,1,0,0,0,1,0,0,0
6607,1,0,0,1,1,0,0,0,0,0,0,0,0,1,25.3,25.3,1,0,0,1,0,0,0,0,1,0,1
2598,0,0,0,0,7,1,0,0,0,1,0,0,0,1,75.15,525.0,0,1,0,1,0,0,0,0,1,0,0
2345,0,0,0,1,4,1,0,0,0,0,0,0,0,1,20.05,85.5,0,0,1,1,0,0,1,0,0,0,0
4093,0,0,0,0,29,1,1,0,0,0,0,0,0,1,76.0,2215.25,0,1,0,1,0,0,0,1,0,0,0
693,0,0,0,0,3,1,1,0,0,0,0,0,0,1,75.1,270.7,0,1,0,1,0,0,0,1,0,0,1
1513,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.8,25.8,1,0,0,1,0,0,0,0,0,1,1
6067,1,0,0,0,7,0,0,1,0,1,0,0,0,0,35.3,264.8,1,0,0,0,1,0,0,0,0,1,0
6105,0,0,0,0,52,1,1,1,1,0,1,1,1,1,111.25,5916.45,0,1,0,0,1,0,0,1,0,0,1
6189,1,0,1,1,72,1,1,1,1,1,1,1,1,1,91.95,6614.9,1,0,0,0,0,1,0,1,0,0,0
110,1,0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,0,1,0,1,0,0,0,0,1,0,1
3852,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.65,19.65,0,0,1,1,0,0,1,0,0,0,0
6474,0,0,0,0,6,1,0,0,0,0,0,0,0,0,19.55,124.45,0,0,1,0,0,1,0,0,0,1,0
6270,0,0,1,1,29,1,0,0,0,0,0,0,0,0,20.2,558.8,0,0,1,0,0,1,0,0,0,1,0
2131,1,0,1,1,42,0,0,1,0,1,1,1,0,0,48.15,2032.3,1,0,0,0,0,1,0,1,0,0,0
4085,0,0,0,0,30,0,0,0,0,0,1,0,1,1,40.35,1187.05,1,0,0,0,1,0,0,1,0,0,0
1919,1,0,0,0,1,1,0,0,0,1,0,0,0,0,50.9,50.9,1,0,0,1,0,0,0,0,0,1,1
856,1,0,0,0,72,1,1,1,1,0,1,1,1,0,86.05,6309.65,1,0,0,0,0,1,0,1,0,0,0
3408,0,0,0,0,4,1,0,0,1,0,0,0,0,0,50.7,151.3,1,0,0,1,0,0,0,1,0,0,1
5950,1,0,0,1,1,0,0,0,0,0,0,0,0,1,24.7,24.7,1,0,0,1,0,0,0,0,1,0,0
6554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,68.65,68.65,0,1,0,1,0,0,0,0,1,0,1
2510,1,0,0,0,1,1,1,0,0,0,0,0,0,1,74.25,74.25,0,1,0,1,0,0,0,0,0,1,1
6897,1,0,0,0,62,1,0,0,1,1,1,1,1,1,80.4,4981.15,1,0,0,1,0,0,1,0,0,0,0
4169,0,0,0,0,15,1,0,0,1,1,0,1,1,1,101.25,1457.25,0,1,0,1,0,0,0,0,1,0,1
4392,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,0,1,1,0,0,0,0,0,1,0
1758,0,0,0,0,68,1,0,0,0,0,0,0,0,0,20.05,1386.9,0,0,1,0,0,1,1,0,0,0,0
3337,0,0,0,0,7,1,1,0,0,0,0,0,0,1,75.35,564.65,0,1,0,1,0,0,0,0,1,0,0
3203,0,0,1,0,72,1,1,1,1,1,1,1,1,0,88.05,6520.8,1,0,0,0,0,1,1,0,0,0,0
605,1,0,1,0,72,1,1,1,0,1,1,1,1,0,86.65,6094.25,1,0,0,0,0,1,0,1,0,0,0
6986,0,0,1,0,30,1,1,0,1,0,1,1,0,1,94.1,2804.45,0,1,0,1,0,0,0,1,0,0,1
3034,1,0,0,0,1,1,1,0,0,0,0,1,0,0,84.5,84.5,0,1,0,1,0,0,0,0,1,0,1
6691,0,0,0,0,39,0,0,1,1,0,1,0,0,0,41.15,1700.9,1,0,0,0,1,0,1,0,0,0,0
1468,1,0,0,0,62,1,1,1,1,0,0,0,1,1,92.3,5731.45,0,1,0,0,1,0,1,0,0,0,0
5178,0,0,1,0,53,1,1,0,1,1,1,1,1,1,108.95,5718.2,0,1,0,0,1,0,1,0,0,0,0
2812,1,0,1,0,66,1,1,0,1,0,1,1,1,1,104.05,6890.0,0,1,0,0,1,0,0,0,1,0,1
6171,0,1,1,1,59,1,1,0,0,1,0,0,1,1,88.75,5348.65,0,1,0,1,0,0,0,1,0,0,0
5079,1,0,0,0,15,1,1,0,1,0,1,0,1,0,95.7,1451.1,0,1,0,1,0,0,0,0,1,0,0
2921,1,0,0,0,9,1,1,0,0,0,0,1,1,1,95.5,829.1,0,1,0,1,0,0,0,0,1,0,1
107,0,0,0,0,32,0,0,1,0,0,0,0,0,0,30.15,927.65,1,0,0,0,1,0,0,0,0,1,0
29,0,0,0,1,17,1,0,0,0,0,0,1,1,1,64.7,1093.1,1,0,0,1,0,0,0,0,0,1,1
3780,1,0,1,1,55,1,0,0,0,1,1,0,0,1,55.25,3119.9,1,0,0,0,0,1,0,1,0,0,0
3150,1,0,0,0,17,0,0,0,0,0,0,0,0,1,25.65,440.2,1,0,0,1,0,0,0,0,0,1,0
3616,0,1,1,0,69,1,0,1,1,0,0,0,1,0,87.3,6055.55,0,1,0,0,1,0,0,1,0,0,0
5346,1,0,0,0,66,1,1,1,1,1,0,0,1,1,74.6,4798.4,1,0,0,0,0,1,0,1,0,0,0
4940,1,1,0,0,16,1,1,0,0,0,0,0,0,1,74.45,1261.35,0,1,0,1,0,0,1,0,0,0,0
751,1,0,1,1,70,1,0,1,1,1,0,1,1,1,80.15,5600.15,1,0,0,0,0,1,0,1,0,0,0
3168,0,0,0,0,50,1,0,0,0,0,0,0,0,1,19.35,1033.0,0,0,1,0,1,0,0,0,0,1,0
584,0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.0,61.7,0,0,1,1,0,0,0,0,0,1,0
1220,1,0,0,0,17,1,1,1,0,0,0,0,1,0,65.75,1111.2,1,0,0,1,0,0,1,0,0,0,0
5040,1,0,1,1,20,1,1,0,1,0,1,1,0,0,96.8,1826.7,0,1,0,1,0,0,0,0,0,1,0
6614,1,0,1,1,71,1,0,0,0,0,0,0,0,0,19.7,1301.1,0,0,1,0,0,1,0,1,0,0,0
3274,0,0,0,0,34,1,0,0,1,1,1,1,1,1,105.1,3634.8,0,1,0,1,0,0,0,0,1,0,0
6053,0,0,0,1,43,1,1,0,0,0,0,0,0,1,25.1,1070.15,0,0,1,0,0,1,0,0,1,0,0
548,1,1,1,0,50,1,1,1,1,1,0,1,0,1,101.9,5265.5,0,1,0,0,1,0,1,0,0,0,0
5448,0,0,1,1,41,1,1,1,1,1,0,0,1,1,101.6,3930.55,0,1,0,0,1,0,1,0,0,0,0
6921,1,0,0,0,54,1,1,0,1,0,0,0,0,1,79.85,4308.25,0,1,0,1,0,0,1,0,0,0,0
2874,0,0,1,0,64,1,0,0,0,0,0,0,0,0,19.45,1225.65,0,0,1,0,0,1,0,1,0,0,0
6548,1,0,1,1,31,1,0,0,0,1,1,0,0,0,54.35,1647.0,1,0,0,1,0,0,0,0,0,1,0
3715,1,1,0,0,11,1,0,0,0,0,0,0,1,1,78.5,874.2,0,1,0,1,0,0,0,0,1,0,0
2291,0,0,0,0,4,1,1,0,0,0,0,1,0,1,85.65,321.65,0,1,0,1,0,0,0,0,1,0,1
6783,0,0,0,1,21,0,0,1,1,1,1,1,0,0,53.15,1183.2,1,0,0,0,0,1,0,0,0,1,0
6887,0,0,1,1,35,1,1,0,0,0,0,0,0,0,24.3,821.6,0,0,1,0,0,1,1,0,0,0,0
3396,0,0,1,1,58,1,0,1,1,0,0,1,1,0,99.25,5846.65,0,1,0,0,1,0,0,1,0,0,0
4945,1,0,1,1,20,1,0,0,0,0,0,0,0,0,20.05,400.0,0,0,1,0,0,1,0,0,0,1,0
1203,0,0,0,0,60,1,1,0,0,0,0,0,0,0,25.0,1505.05,0,0,1,0,0,1,0,0,0,1,0
344,0,0,0,1,41,1,0,0,0,0,0,0,0,1,20.25,865.0,0,0,1,0,1,0,0,1,0,0,0
4328,0,0,1,0,15,1,1,0,0,0,0,0,0,1,51.1,711.15,1,0,0,1,0,0,0,0,1,0,0
5907,1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.3,44.3,1,0,0,1,0,0,0,0,0,1,0
1575,1,0,0,0,66,1,0,0,1,1,0,1,1,0,99.5,6710.5,0,1,0,1,0,0,0,0,1,0,1
2900,0,1,1,1,1,1,0,0,0,0,0,0,0,1,69.25,69.25,0,1,0,1,0,0,0,0,1,0,1
6604,1,0,1,1,2,1,0,0,0,0,0,0,0,1,44.5,90.05,1,0,0,1,0,0,0,0,1,0,0
3047,0,0,1,0,32,1,0,0,1,0,0,0,1,0,84.15,2585.95,0,1,0,1,0,0,1,0,0,0,1
3131,0,1,1,0,72,1,1,1,1,1,1,0,1,0,78.45,5682.25,1,0,0,0,0,1,1,0,0,0,0
5853,1,0,1,0,62,1,1,1,1,0,0,0,1,0,96.1,6001.45,0,1,0,0,1,0,0,0,1,0,0
4072,1,1,0,0,9,1,0,0,0,0,0,0,1,1,79.55,718.55,0,1,0,1,0,0,0,0,1,0,0
2173,1,0,0,0,4,1,0,0,0,1,0,0,1,0,86.05,308.1,0,1,0,1,0,0,0,0,1,0,0
90,1,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,1,0,1,0,0,1,0,0,0,0
7006,1,0,0,0,40,1,1,0,1,1,0,1,1,1,104.5,4036.85,0,1,0,1,0,0,0,1,0,0,1
5487,1,0,0,1,33,1,0,0,0,0,0,0,0,1,20.15,682.15,0,0,1,0,1,0,0,0,0,1,0
4383,1,0,1,0,63,1,1,1,1,1,1,0,1,0,80.0,5040.2,1,0,0,0,1,0,0,1,0,0,0
2252,0,0,1,1,64,1,0,0,0,0,0,0,0,0,19.8,1336.65,0,0,1,0,1,0,1,0,0,0,0
6696,1,0,0,0,5,1,1,0,1,1,0,0,1,0,96.55,500.1,0,1,0,1,0,0,0,0,1,0,0
624,0,0,0,0,7,1,0,0,0,0,0,0,0,0,20.0,137.6,0,0,1,1,0,0,1,0,0,0,1
69,1,0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,0,1,0,1,0,0,0,0,0,1,0
889,0,0,1,1,63,1,1,1,1,1,0,1,0,1,100.55,6215.35,0,1,0,1,0,0,0,0,1,0,1
4845,1,0,1,1,20,0,0,1,0,1,1,0,0,1,39.4,825.4,1,0,0,0,0,1,0,1,0,0,0
5340,0,0,0,0,38,1,1,1,1,1,0,1,1,0,84.1,3187.65,1,0,0,0,1,0,1,0,0,0,0
5274,0,1,1,0,66,1,1,0,1,1,1,1,1,1,108.1,7181.95,0,1,0,0,1,0,0,1,0,0,0
6868,1,0,0,0,13,1,0,0,0,0,0,1,1,1,91.1,1135.7,0,1,0,1,0,0,0,0,1,0,1
3921,0,0,1,0,24,1,1,1,1,1,0,0,0,0,66.3,1559.45,1,0,0,1,0,0,0,0,0,1,0
5072,1,1,1,0,23,1,1,0,1,1,0,1,1,1,104.45,2184.85,0,1,0,1,0,0,0,0,1,0,0
947,0,1,1,1,32,1,1,0,0,1,0,1,0,1,91.35,2896.55,0,1,0,1,0,0,0,0,0,1,0
877,0,0,0,1,51,0,0,1,0,1,1,1,1,0,60.15,3077.0,1,0,0,0,1,0,1,0,0,0,0
6806,0,0,1,0,40,1,0,0,0,0,0,0,0,0,19.1,780.1,0,0,1,0,0,1,0,0,0,1,0
6575,0,0,0,0,22,1,1,1,0,0,1,0,0,1,59.05,1253.5,1,0,0,1,0,0,0,0,0,1,0
2462,1,0,0,1,1,1,0,1,1,0,1,0,1,1,70.45,70.45,1,0,0,1,0,0,1,0,0,0,0
